1	"when a sentence does not introduce a discourse entity, transformer-based models still sometimes refer to it | s schuster, t linzen - arxiv preprint arxiv:2205.03472, 2022"	"When a sentence does not introduce a discourse entity, Transformer-based models still sometimes refer to it"	5/14/22 4:38	"S Schuster, T Linzen - arXiv preprint arXiv:2205.03472, 2022"	"Understanding longer narratives or participating in conversations requires tracking of discourse entities that have been mentioned. Indefinite noun phrases (NPs), such as a dog , frequently introduce discourse entities but this behavior is modulated by sentential operators such as negation. For example, a dog in Arthur doesn t own a dog does not introduce a discourse entity due to the presence of negation. In this work, we adapt the psycholinguistic assessment of language models paradigm to Cites: PlotMachines: Outline-conditioned generation with dynamic plot"
1	"few-shot mining of naturally occurring inputs and outputs | m joshi, t blevins, m lewis, ds weld, l zettlemoyer - arxiv preprint arxiv , 2022"	Few-shot Mining of Naturally Occurring Inputs and Outputs	5/14/22 4:38	"M Joshi, T Blevins, M Lewis, DS Weld, L Zettlemoyer - arXiv preprint arXiv , 2022"	"Creating labeled natural language training data is expensive and requires significant human effort. We mine input output examples from large corpora using a supervised mining function trained using a small seed set of only 100 examples. The mining consists of two stages--(1) a biencoder-based recall-oriented dense search which pairs inputs with potential outputs, and (2) a crossencoder-based filter which re-ranks the output of the biencoder stage for better precision. Unlike model-generated data Cites: Generative data augmentation for commonsense reasoning"
1	"allsh: active learning guided by local sensitivity and hardness | s zhang, c gong, x liu, p he, w chen, m zhou - arxiv preprint arxiv:2205.04980, 2022"	ALLSH: Active Learning Guided by Local Sensitivity and Hardness	5/14/22 4:38	"S Zhang, C Gong, X Liu, P He, W Chen, M Zhou - arXiv preprint arXiv:2205.04980, 2022"	"Active learning, which effectively collects informative unlabeled data for annotation, reduces the demand for labeled data. In this work, we propose to retrieve unlabeled samples with a local sensitivity and hardness-aware acquisition function. The proposed method generates data copies through local perturbations and selects data points whose predictive likelihoods diverge the most from their copies. We further empower our acquisition function by injecting the select-worst case Cites: On the importance of adaptive data collection for extremely"
0	"so different yet so alike! constrained unsupervised text style transfer | ar kashyap, d hazarika, my kan, r zimmermann - arxiv preprint arxiv , 2022"	So Different Yet So Alike! Constrained Unsupervised Text Style Transfer	5/14/22 4:38	"AR Kashyap, D Hazarika, MY Kan, R Zimmermann - arXiv preprint arXiv , 2022"	"Automatic transfer of text between domains has become popular in recent times. One of its aims is to preserve the semantic content of text being translated from source to target domain. However, it does not explicitly maintain other attributes between the source and translated text, for eg, text length and descriptiveness. Maintaining constraints in transfer has several downstream applications, including data augmentation and de-biasing. We introduce a method for such constrained Cites: Beyond BLEU: Training Neural Machine Translation with Semantic"
0	"empowering parameter-efficient transfer learning by recognizing the kernel structure in self-attention | y chen, d hazarika, m namazifar, y liu, d jin - arxiv preprint arxiv , 2022"	Empowering parameter-efficient transfer learning by recognizing the kernel structure in self-attention	5/14/22 4:38	"Y Chen, D Hazarika, M Namazifar, Y Liu, D Jin - arXiv preprint arXiv , 2022"	"The massive amount of trainable parameters in the pre-trained language models (PLMs) makes them hard to be deployed to multiple downstream tasks. To address this issue, parameter-efficient transfer learning methods have been proposed to tune only a few parameters during fine-tuning while freezing the rest. This paper looks at existing methods along this line through the textit {kernel lens}. Motivated by the connection between self-attention in transformer-based PLMs and kernel learning Cites: Coqa: A conversational question answering challenge"
1	"implicit relation inference with deep path extraction for commonsense question answering | p yang, z liu, b li, p zhang - neural processing letters, 2022"	Implicit Relation Inference with Deep Path Extraction for Commonsense Question Answering	5/14/22 4:38	"P Yang, Z Liu, B Li, P Zhang - Neural Processing Letters, 2022"	"Natural language inference plays an essential role in Commonsense Question Answering. Conventional models usually adopt keywords in questions and choices as queries to retrieve static and explicit evidence that is used to obtain final answers, where dynamic interaction between different keywords and implicit relations inference of deeper information are often neglected. In this paper, we propose a novel joint model, the Graph Relation retrieval Reasoning Network (GRRN), to Cites: Electra: Pre-training text encoders as discriminators rather than"
1	"a song of (dis) agreement: evaluating the evaluation of explainable artificial intelligence in natural language processing | m neely, sf schouten, m bleeker, a lucic - arxiv preprint arxiv:2205.04559, 2022"	A Song of (Dis) agreement: Evaluating the Evaluation of Explainable Artificial Intelligence in Natural Language Processing	5/14/22 4:38	"M Neely, SF Schouten, M Bleeker, A Lucic - arXiv preprint arXiv:2205.04559, 2022"	"There has been significant debate in the NLP community about whether or not attention weights can be used as an explanation-a mechanism for interpreting how important each input token is for a particular prediction. The validity of  attention as explanation  has so far been evaluated by computing the rank correlation between attention-based explanations and existing feature attribution explanations using LSTM-based models. In our work, we (i) compare the rank correlation between five Cites: ERASER: A benchmark to evaluate rationalized NLP models"
1	"graphcache: message passing as caching for sentence-level relation extraction | y wang, m chen, w zhou, y cai, y liang, b hooi - arxiv preprint arxiv:2205.03786, 2022"	GRAPHCACHE: Message Passing as Caching for Sentence-Level Relation Extraction	5/14/22 4:38	"Y Wang, M Chen, W Zhou, Y Cai, Y Liang, B Hooi - arXiv preprint arXiv:2205.03786, 2022"	"Entity types and textual context are essential properties for sentence-level relation extraction (RE). Existing work only encodes these properties within individual instances, which limits the performance of RE given the insufficient features in a single sentence. In contrast, we model these properties from the whole dataset and use the dataset-level information to enrich the semantics of every instance. We propose the GRAPHCACHE (Graph Neural Network as Caching) module, that Cites: Knowledge enhanced contextual word representations"
1	"learning disentangled textual representations via statistical measures of similarity | p colombo, g staerman, n noiry, p piantanida - arxiv preprint arxiv:2205.03589, 2022"	Learning Disentangled Textual Representations via Statistical Measures of Similarity	5/14/22 4:38	"P Colombo, G Staerman, N Noiry, P Piantanida - arXiv preprint arXiv:2205.03589, 2022"	"When working with textual data, a natural application of disentangled representations is fair classification where the goal is to make predictions without being biased (or influenced) by sensitive attributes that may be present in the data (eg, age, gender or race). Dominant approaches to disentangle a sensitive attribute from textual representations rely on learning simultaneously a penalization term that involves either an adversarial loss (eg, a discriminator) or an information measure Cites: Evaluating Gender Bias in Machine Translation"
1	"unsupervised slot schema induction for task-oriented dialog | d yu, m wang, y cao, i shafran, le shafey, h soltau - arxiv preprint arxiv , 2022"	Unsupervised Slot Schema Induction for Task-oriented Dialog	5/14/22 4:38	"D Yu, M Wang, Y Cao, I Shafran, LE Shafey, H Soltau - arXiv preprint arXiv , 2022"	"Carefully-designed schemas describing how to collect and annotate dialog corpora are a prerequisite towards building task-oriented dialog systems. In practical applications, manually designing schemas can be error-prone, laborious, iterative, and slow, especially when the schema is complicated. To alleviate this expensive and time consuming process, we propose an unsupervised approach for slot schema induction from unlabeled dialog corpora. Leveraging in-domain language models Cites: Unsupervised induction of semantic roles"
0	"counterfactually augmented data and unintended bias: the case of sexism and hate speech detection | i sen, m samory, c wagner, i augenstein - arxiv preprint arxiv:2205.04238, 2022"	Counterfactually Augmented Data and Unintended Bias: The Case of Sexism and Hate Speech Detection	5/14/22 4:38	"I Sen, M Samory, C Wagner, I Augenstein - arXiv preprint arXiv:2205.04238, 2022"	"Counterfactually Augmented Data (CAD) aims to improve out-of-domain generalizability, an indicator of model robustness. The improvement is credited with promoting core features of the construct over spurious artifacts that happen to correlate with it. Yet, over-relying on core features may lead to unintended model bias. Especially, construct-driven CAD--perturbations of core features--may induce models to ignore the context in which core features are used. Here, we test models Cites: Polyjuice: Generating counterfactuals for explaining, evaluating"
1	"isa-bel: intelligent search algorithm based on entity linking | rg sendino, m ortega, c carrasco - arxiv preprint arxiv:2205.04322, 2022"	ISA-bEL: Intelligent Search Algorithm based on Entity Linking	5/14/22 4:38	"RG Sendino, M Ortega, C Carrasco - arXiv preprint arXiv:2205.04322, 2022"	"Nowadays, the way in which the people interact with computers has changed. Text- or voice-based interfaces are being widely applied in different industries. Among the most used ways of processing the user input are those based on intents or retrieval algorithms. In these solutions, important information of the user could be lost in the process. For the proposed natural language processing pipeline the entities are going to take a principal role, under the assumption that entities are where the Cites: Answering Complex Open-domain Questions Through Iterative"
1	"cross-document misinformation detection based on event graph reasoning | x wu, kh huang, y fung, h ji"	Cross-document Misinformation Detection based on Event Graph Reasoning	5/14/22 4:38	"X Wu, KH Huang, Y Fung, H Ji"	"For emerging events, human readers are often exposed to both real news and fake news. Multiple news articles may contain complementary or contradictory information that readers can leverage to help detect fake news. Inspired by this process, we propose a novel task of cross-document misinformation detection. Given a cluster of topically related news documents, we aim to detect misinformation at both document level and a more finegrained level, event level. Due to the lack of data, we generate Cites: Future is not one-dimensional: Graph modeling based complex"
0	"a survey on attention mechanisms for medical applications: are we moving towards better algorithms? | t gonalves, i rio-torto, lf teixeira, js cardoso - 2022"	A survey on attention mechanisms for medical applications: are we moving towards better algorithms?	5/14/22 4:38	"T Gonalves, I Rio-Torto, LF Teixeira, JS Cardoso - 2022"	"The increasing popularity of attention mechanisms in deep learning algorithms for computer vision and natural language processing made these models attractive to other research domains. In healthcare, there is a strong need for tools that may improve the routines of the clinicians and the patients. Naturally, the use of attention- based algorithms for medical applications occurred smoothly. However, being healthcare a domain that depends on high-stake decisions, the scientific community Cites: Delight: Deep and light-weight transformer"
1	"extraction of competing models using distant supervision and graph ranking | s daw, v pudi - 2022"	Extraction of Competing Models using Distant Supervision and Graph Ranking	5/14/22 4:38	"S Daw, V Pudi - 2022"	"We introduce the task of detection of competing model entities from scientific documents. We define competing models as those models that solve a particular task that is investigated in the target research document. The task is challenging due to the fact that contextual information is required from the entire target document to predict the model entities. Hence, traditional sequence labelling approaches fail in such settings. Furthermore, model entities themselves are long-tailed in nature, ie Cites: SciREX: A challenge dataset for document-level information"
1	"what makes a good and useful summary? incorporating users in automatic summarization research | m ter hoeve, j kiseleva, m de rijke"	What Makes a Good and Useful Summary? Incorporating Users in Automatic Summarization Research	5/14/22 4:38	"M ter Hoeve, J Kiseleva, M de Rijke"	"Automatic text summarization has enjoyed great progress over the years and is used in numerous applications, impacting the lives of many. Despite this development, there is little research that meaningfully investigates how the current research focus in automatic summarization aligns with users  needs. To bridge this gap, we propose a survey methodology that can be used to investigate the needs of users of automatically generated summaries. Importantly, these needs are dependent on the Cites: Discourse-Aware Neural Extractive Text Summarization"
0	"retrieval-augmented multilingual keyphrase generation with retriever-generator iterative training | y gao, q yin, z li, r meng, t zhao, b yin, i king"	Retrieval-Augmented Multilingual Keyphrase Generation with Retriever-Generator Iterative Training	5/14/22 4:38	"Y Gao, Q Yin, Z Li, R Meng, T Zhao, B Yin, I King"	"Keyphrase generation is the task of automatically predicting keyphrases given a piece of long text. Despite its recent flourishing, keyphrase generation on non- English languages haven t been vastly investigated. In this paper, we call attention to a new setting named multilingual keyphrase generation and we contribute two new datasets, EcommerceMKP and AcademicMKP, covering six languages. Technically, we propose a retrievalaugmented method for multilingual keyphrase generation to Cites: Latent retrieval for weakly supervised open domain question"
0	"leveraging data analytics to understand the relationship between restaurants  safety violations and covid-19 transmission | a huang, e de la mora velasco, a farhangi, a bilgihan - international journal of , 2022"	Leveraging data analytics to understand the relationship between restaurants  safety violations and COVID-19 transmission	5/14/22 4:38	"A Huang, E de la Mora Velasco, A Farhangi, A Bilgihan - International Journal of , 2022"	"This paper leverages natural language processing, spatial analysis, and statistical analysis to examine the relationship between restaurants  safety violations and COVID-19 cases. We use location-based consumers  complaints data during the early stage of business reopening in Florida, USA. First, statistical analysis was conducted to examine the correlation between restaurants  safety violations and COVID-19 transmission. Second, a neural network-based deep learning model was Cites: Bert: Pre-training of deep bidirectional transformers for language"
0	"batterybert: a pretrained language model for battery database enhancement | s huang, jm cole - journal of chemical information and modeling, 2022"	BatteryBERT: A Pretrained Language Model for Battery Database Enhancement	5/14/22 4:38	"S Huang, JM Cole - Journal of Chemical Information and Modeling, 2022"	"A great number of scientific papers are published every year in the field of battery research, which forms a huge textual data source. However, it is difficult to explore and retrieve useful information efficiently from these large unstructured sets of text. The Bidirectional Encoder Representations from Transformers (BERT) model, trained on a large data set in an unsupervised way, provides a route to process the scientific text automatically with minimal human effort. To this end, we realized six battery Cites: BERT: Pre-training of Deep Bidirectional Transformers for"
1	"a semantic and syntactic enhanced neural model for financial sentiment analysis | c xiang, j zhang, f li, h fei, d ji - information processing & management, 2022"	A semantic and syntactic enhanced neural model for financial sentiment analysis	5/14/22 4:38	"C Xiang, J Zhang, F Li, H Fei, D Ji - Information Processing & Management, 2022"	"This paper studies the methodology of inferring bullish or bearish sentiments in the financial domain. The task aims to predict a real value to represent the sentiment intensity concerning a target (company or stock symbol) in a text. Previous researches have proved the validity of using deep neural networks to automatically learn semantic and syntactic information for sentiment prediction. Despite the promising performance, these approaches implicitly obtain the target-sentiment Cites: What does BERT look at? An analysis of BERT s attention"
1	"kecp: knowledge enhanced contrastive prompting for few-shot extractive question answering | j wang, c wang, m qiu, q shi, h wang, j huang - arxiv preprint arxiv , 2022"	KECP: Knowledge Enhanced Contrastive Prompting for Few-shot Extractive Question Answering	5/14/22 4:38	"J Wang, C Wang, M Qiu, Q Shi, H Wang, J Huang - arXiv preprint arXiv , 2022"	"Extractive Question Answering (EQA) is one of the most important tasks in Machine Reading Comprehension (MRC), which can be solved by fine-tuning the span selecting heads of Pre-trained Language Models (PLMs). However, most existing approaches for MRC may perform poorly in the few-shot learning scenario. To solve this issue, we propose a novel framework named Knowledge Enhanced Contrastive Prompt-tuning (KECP). Instead of adding pointer heads to PLMs, we introduce a Cites: Natural questions: a benchmark for question answering research"
0	"lexicon enhanced chinese named entity recognition with pointer network | q guo, y guo - neural computing and applications, 2022"	Lexicon enhanced Chinese named entity recognition with pointer network	5/14/22 4:38	"Q Guo, Y Guo - Neural Computing and Applications, 2022"	"In recent time, lexicon-based LSTM and pre-training language models are combined to explore the Chinese Named Entity Recognition (NER) and achieve the current state-of-the-art (SOTA) performance on several Chinese benchmark datasets. However, existing lexicon-based models only conform lexicon features through shallow and randomly initialized coding layers and do not integrate them into the bottom layer of the pre-training language model to mine the deep lexicon knowledge Cites: A structural probe for finding syntax in word representations"
1	"text analytics | ms sivri, bs korkmaz - business analytics for professionals, 2022"	Text Analytics	5/14/22 4:38	"MS Sivri, BS Korkmaz - Business Analytics for Professionals, 2022"	"In the age of big data, organizations and businesses have had to manage and make sense of data generated by a wide variety of systems, processes and transactions. The data contained in traditional relational databases is rather small compared to various sensor or social media data. Cites: W., Lee, K., Toutanova, K.: BERT: Pre-training of Deep"
1	"next word prediction using hindi | s agarwal, as sukritin, a mishra -  and computer systems: proceedings of racccs , 2022"	Next Word Prediction Using Hindi	5/14/22 4:38	"S Agarwal, AS Sukritin, A Mishra -  and Computer Systems: Proceedings of RACCCS , 2022"	"Natural language generation is a process that concerns on generating human understandable language. This study provides method to guess next word from previous sequence of words that are in Hindi language. This process reduces the keystrokes of a user by predicting next word. In this two machine learning technology, BERT (Bidirectional Encoder Representations from Transformers) Model and ML (Masked Language) model is used to predict next word from previous words Cites: BERT: Pre-training of deep bidirectional transformers for language"
1	"an application-oblivious memory scheduling system for dnn accelerators | j li, x wang, x chen, g li, x dong, p zhao, x yu - acm transactions on , 2022"	An Application-Oblivious Memory Scheduling System for DNN Accelerators	5/14/22 4:38	"J Li, X Wang, X Chen, G Li, X Dong, P Zhao, X Yu - ACM Transactions on , 2022"	"Deep Neural Networks (DNNs) tend to go deeper and wider, which poses a significant challenge to the training of DNNs, due to the limited memory capacity of DNN accelerators. Existing solutions for memory-efficient DNN training are densely coupled with the application features of DNN workloads, eg, layer structures or computational graphs of DNNs are necessary for these solutions. This would result in weak versatility for DNNs with sophisticated layer structures or complicated Cites: BERT: pre-training of deep bidirectional transformers for language"
0	"quantifying synthesis and fusion and their impact on machine translation | a oncevay, d ataman, n van berkel, b haddow - arxiv preprint arxiv , 2022"	Quantifying Synthesis and Fusion and their Impact on Machine Translation	5/14/22 4:38	"A Oncevay, D Ataman, N van Berkel, B Haddow - arXiv preprint arXiv , 2022"	"Theoretical work in morphological typology offers the possibility of measuring morphological diversity on a continuous scale. However, literature in Natural Language Processing (NLP) typically labels a whole language with a strict type of morphology, eg fusional or agglutinative. In this work, we propose to reduce the rigidity of such claims, by quantifying morphological typology at the word and segment level. We consider Payne (2017) s approach to classify morphology using Cites: Word Alignment by Fine-tuning Embeddings on Parallel Corpora"
1	"blink with elasticsearch for efficient entity linking in business conversations | mtr laskar, c chen, a martsinovich, j johnston - arxiv preprint arxiv , 2022"	BLINK with Elasticsearch for Efficient Entity Linking in Business Conversations	5/14/22 4:38	"MTR Laskar, C Chen, A Martsinovich, J Johnston - arXiv preprint arXiv , 2022"	"An Entity Linking system aligns the textual mentions of entities in a text to their corresponding entries in a knowledge base. However, deploying a neural entity linking system for efficient real-time inference in production environments is a challenging task. In this work, we present a neural entity linking system that connects the product and organization type entities in business conversations to their corresponding Wikipedia and Wikidata entries. The proposed system leverages Cites: Scalable zero-shot entity linking with dense entity retrieval"
1	"automatic noisy label correction for fine-grained entity typing | w pan, w wei, f zhu - arxiv preprint arxiv:2205.03011, 2022"	Automatic Noisy Label Correction for Fine-Grained Entity Typing	5/14/22 4:38	"W Pan, W Wei, F Zhu - arXiv preprint arXiv:2205.03011, 2022"	"Fine-grained entity typing (FET) aims to assign proper semantic types to entity mentions according to their context, which is a fundamental task in various entity- leveraging applications. Current FET systems usually establish on large-scale weakly-supervised/distantly annotation data, which may contain abundant noise and thus severely hinder the performance of the FET task. Although previous studies have made great success in automatically identifying the noisy labels in FET, they Cites: Dividemix: Learning with noisy labels as semi-supervised learning"
1	"a data cartography based mixup for pre-trained language models | sy park, c caragea - arxiv preprint arxiv:2205.03403, 2022"	A Data Cartography based MixUp for Pre-trained Language Models	5/14/22 4:38	"SY Park, C Caragea - arXiv preprint arXiv:2205.03403, 2022"	"MixUp is a data augmentation strategy where additional samples are generated during training by combining random pairs of training samples and their labels. However, selecting random pairs is not potentially an optimal choice. In this work, we propose TDMixUp, a novel MixUp strategy that leverages Training Dynamics and allows more informative samples to be combined for generating new data samples. Our proposed TDMixUp first measures confidence, variability,(Swayamdipta et al Cites: Calibration of Pre-trained Transformers"
1	"static analysis for aws best practices in python code | r mukherjee, o tripp, b liblit, m wilson - arxiv preprint arxiv:2205.04432, 2022"	Static Analysis for AWS Best Practices in Python Code	5/14/22 4:38	"R Mukherjee, O Tripp, B Liblit, M Wilson - arXiv preprint arXiv:2205.04432, 2022"	"Amazon Web Services (AWS) is a comprehensive and broadly adopted cloud provider, offering over 200 fully featured services, including compute, database, storage, networking and content delivery, machine learning, Internet of Things and many others. AWS SDKs provide access to AWS services through API endpoints. However, incorrect use of these APIs can lead to code defects, crashes, performance issues, and other problems. This paper presents automated static analysis rules Cites: Lambdanet: Probabilistic type inference using graph neural networks"
1	"hierarchical heterogeneous graph attention network for syntax-aware summarization | z song, i king - 2022"	Hierarchical Heterogeneous Graph Attention Network for Syntax-Aware Summarization	5/14/22 4:38	"Z Song, I King - 2022"	"The task of summarization often requires a non-trivial understanding of the given text at the semantic level. In this work, we essentially incorporate the constituent structure into the single document summarization via the Graph Neural Networks to learn the semantic meaning of tokens. More specifically, we propose a novel hierarchical heterogeneous graph attention network over constituency-based parse trees for syntax-aware summarization. This approach reflects psychological findings that Cites: Discourse-Aware Neural Extractive Text Summarization"
